Product Title,Product Rating,Price,Brand,Shipment Status,Seller Rating,Ship on Time Score,Mall Varification,Delivery Status,Reviews,Specification
Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,4.7,19999,No Brand,Free Delivery,91,85,Not specified,Free Delivery,"Original Product, Packing for logistics was excellent. Delivered on first promised day( took 4 days to deliver a standard time. price slight higher than company declared price and market price but it's ok in case of 0%installments","ProcessorMediaTek Helio G36CPU: Up to 2.2GHzStorage & RAM2GB+32GB | 3GB+32GBLPDDR4X + eMMC 5.1Supports expandable storage up to 1TBDimensionsHeight: 164.9mmWidth: 76.75mmThickness: 9.09mmWeight: 192g*Data provided by internal laboratories. Industry measurment methods may vary, and therefore actual results may differ.Display6.52” HD+ Dot Drop display1600 x 720 HD+20:9 aspect ratioSupports Night LightRear Camera8MP main cameraf/2.0Auxiliary lens**Auxiliary lens refers to QVGA lens with an active pixel array of 248 x 328.Rear video recording1080p | 1920 x 1080 at 30fps720p | 1280 x 720 at 30fpsFront Camera5MPf/2.2Front video recording1080p | 1920 x 1080 at 30fps720p | 1280 x 720 at 30fpsBattery and Charging5000mAh (typ)10W fast charging10W in-box chargerMicro USBSecurityRear fingerprint sensorNetwork & ConnectivityDual SIM + microSDNetwork bands2G: 850 900 1800 1900MHz3G: 1/5/84G: LTE FDD: B1/3/5/7/8/20/284G: LTE TDD: B38/40/41Wireless NetworksSupports 2.4GHz Wi-FiSupports FM radio* (with headphones)Bluetooth 5.0*The FM function requires the use of wired headphones and may vary across regions.Navigation & PositioningGPS L1 | Glonass G1 | BDS B1I | Galileo E1Audio3.5mm headphone jackSensorsAccelerometerOperating SystemAndroid 12 (Go Edition)Package ContentsRedmi A2+/ Adapter/ USB cable / SIM eject tool / Warranty card / User guide
Processor
MediaTek Helio G36CPU: Up to 2.2GHz
Storage & RAM
2GB+32GB | 3GB+32GBLPDDR4X + eMMC 5.1Supports expandable storage up to 1TB
Dimensions
Height: 164.9mmWidth: 76.75mmThickness: 9.09mmWeight: 192g*Data provided by internal laboratories. Industry measurment methods may vary, and therefore actual results may differ.
Display
6.52” HD+ Dot Drop display1600 x 720 HD+20:9 aspect ratioSupports Night Light
Rear Camera
8MP main cameraf/2.0Auxiliary lens**Auxiliary lens refers to QVGA lens with an active pixel array of 248 x 328.Rear video recording1080p | 1920 x 1080 at 30fps720p | 1280 x 720 at 30fps
Front Camera
5MPf/2.2Front video recording1080p | 1920 x 1080 at 30fps720p | 1280 x 720 at 30fps
Battery and Charging
5000mAh (typ)10W fast charging10W in-box chargerMicro USB"
Like New Phones - Used Apple iPhone X - Space Gray 64 GB - PTA Approved,1.0,97999,Apple,Fastest Delivery,92,100,Daraz Mall Verified,Fastest Delivery,Very bad product.. Bettry health is very bad within 2 days bettry health 80 sy 75 ai.. faulty iphone hy...,"Model: Apple
Model: iPhone X
Battery Health - 80+
PTA Approved
Screen: 5.8-in. Super Retina HD
Camera: 12MP Zoom 10x
Video camera: 4K Zoom 6x
Processor: A11 Bionic chip
Memory: 3GB
Battery: Lithium-ion 2716 mAh
Genuine OEM components
Certified 6 Months Daraz Warranty.
Daraz Warranty Center Location: Karachi & Lahore.
Warranty will be claimed on order number/invoice.
The phone will be dispatched in Daraz's Like New packaging.
Phone will be slightly used, ensuring its authenticity with a genuine A-grade kit.
The original box, charging cable and charging dock will not be included.
All Daraz Like New Phones are thoroughly checked by experts to ensure your product is original, has all genuine parts and is in A+ condition.
60+ Quality Check Points – International Standard Grading software, quality check report will also be sent.
Fully functional Factory Unlocked
There could be a few minimal scratches on the phone's body or screen.
Model: Apple Model: iPhone X Battery Health - 80+ PTA Approved Storage: 64 GB Screen: 5.8-in. Super Retina HD Camera: 12MP Zoom 10x Video camera: 4K Zoom 6x Processor: A11 Bionic chip Memory: 3GB Battery: Lithium-ion 2716 mAh Genuine OEM components Certified 6 Months Daraz Warranty. Daraz Warranty Center Location: Karachi & Lahore. Warranty will be claimed on order number/invoice. The phone will be dispatched in Daraz's Like New packaging. Phone will be slightly used, ensuring its authenticity with a genuine A-grade kit. The original box, charging cable and charging dock will not be included. All Daraz Like New Phones are thoroughly checked by experts to ensure your product is original, has all genuine parts and is in A+ condition. 60+ Quality Check Points – International Standard Grading software, quality check report will also be sent. Fully functional Factory Unlocked
Specifications of Like New Phones - Used Apple iPhone X - Space Gray 64 GB - PTA Approved
Brand Apple SKU 434302396_PK-2082861761 Storage capacity 64GB
What’s in the box 1x Used Apple iPhone X - Space Gray 64 GB - PTA Approved"
"Redmi 12C - 6.71"" Inch Display - 4GB RAM",4.4,26450,No Brand,Free Delivery,85,72,Not specified,Free Delivery,Mobile was repacked there was no company seal when i confirmed from MI service center they confirm that mobile was Repacked and was Activated 11 days before purchasing date and this shop owner have Assured me and other customers that mobile is not repacked and you will activate for the first time they lied and they are selling the product at increased price from official price but we have comprised on price that they will give us seal pack product but they scammed us and given us a repacked product which was activated before Purchasing.,"1 Year Brand Warranty
Display : 6.71"" Inch IPS LCD, 500 nits
OS : Android 12
Memory : 4GB RAM , 64GB & 128GB ROM
Processor : Octa-Core, MediaTek Helio G85
Main Camera : 50 MP + 0.08 MP
Front Camera : 5 MP
Side-Mounted FingerPrint and FaceUnlock
Battery : 5000 mAh, non-removable
10W Fast Charging
PTA Approved"
Infinix Note 30 8GB Ram 256GB Memory,5.0,45498,No Brand,Standard Delivery,95,100,Not specified,Standard Delivery,#11.11 Very good phone and timely delivered.. impressive service,"Infinix Note 30 detailed specificationsBuildOSAndroid 13 OS UIXOS Dimensions168.6 x 76.6 x 8.6 mm Weight219 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsObsidian Black, Interstellar Blue, Sunset Gold Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 8(900), 40(2300), 41(2500) ProcessorCPUOcta-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55) ChipsetMediatek MT8781 Helio G99 (6nm) GPUMali-G57 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.8 Inches Resolution1080 x 2460 Pixels (~396 PPI) Extra Features120Hz, 580 nits (peak) MemoryBuilt-in256GB Built-in, 8GB RAM, UFS CardmicroSDXC (dedicated slot) CameraMainTriple Camera: 64 MP, f/1.7, (wide), 1/2"", PDAF + 2 MP, f/2.4, (depth) + QVGA, Quad LED Flash FeaturesPhase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30/60fps) Front16 MP, f/2.0, (wide), LED flash, HDR, Video (1080p@30fps) ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct Bluetoothv5.1 with A2DP, LE GPSYes + A-GPS support RadioFM Radio USBUSB Type-C 2.0, OTG NFCYes DataGPRS, Edge, 3G (HSPA 42.2/5.76 Mbps, 4G (LTE Cat4 150/50 Mbps) FeaturesSensorsAccelerometer, Compass, Fingerprint (side mounted), Gyro, Proximity Audio3.5mm Audio Jack, Dual Speaker, Tuned by JBL BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM GamesBuilt-in + Downloadable TorchYes ExtraNFC, (market/region dependent) Glass front, plastic frame, glass or leather back, Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Fast charging 45W wired"
Infinix Note 30 Pro || 8GB RAM 256Gb ROM || 108MP Triple Camera || 5000mAh Battery (Fast Charging 68W ) || PTA Approved || 1 Year Brand Warranty,5.0,63999,No Brand,Free Delivery,92,86,Not specified,Free Delivery,No Review,"InfinixNote 30 Pro detailed specifications Build OS Android 13 OS UI XOS 13 Dimensions 162.7 x 76 x 8.2 mm Weight 203 g SIM Dual Sim, Dual Standby (Nano-SIM) Colors Magic Black, Variable Gold Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G Band HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 4G Band LTE band 1(2100), 3(1800), 5(850), 8(900), 40(2300), 41(2500) Processor CPU Octa-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55) Chipset Mediatek MT8781 Helio G99 (6nm) GPU Mali-G57 MC2 Display Technology AMOLED Capacitive Touchscreen, 1B, Multitouch Size 6.67 Inches Resolution 1080 x 2400 Pixels (~395 PPI) Extra Features 120Hz, 900 nits (peak) Memory Built-in 256GB Built-in, 8GB RAM, UFS 2.2 Card microSDXC (dedicated slot) Camera Main Triple Camera: 108 MP, (wide), 1/1.67"", PDAF + 2 MP, (macro) + 2 MP, (depth), Quad LED Flash Features Phase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30fps) Front 32 MP, f/2.0, (wide), 1/2.8 Connectivity WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct Bluetooth v5.1 with A2DP, LE GPS Yes + A-GPS support Radio FM Radio USB USB Type-C 2.0, OTG NFC Yes Data GPRS, Edge, 3G (HSPA 42.2/5.76 Mbps, 4G (LTE Cat4 150/50 Mbps) Features Sensors Accelerometer, Compass, Fingerprint (side mounted), Gyro, Proximity Audio 3.5mm Audio Jack, Dual Speaker DTS Browser HTML5 Messaging SMS(threaded view), MMS, Email, Push Mail, IM Games Built-in + Downloadable Torch Yes Extra IP53, NFC (market/region dependent), Glass front, Plastic frame, Plastic back, Photo/video editor, Document viewer Battery Capacity (Li-Po Non removable), 5000 mAh - Fast charging 68W wired, PD3.0, 80% in 30 min (advertised), 15W wireless
Infinix Note 30 Pro detailed specifications
Build
OS
Android 13 OS  
UI
XOS 13  
Dimensions
162.7 x 76 x 8.2 mm  
Weight
203 g  
SIM
Dual Sim, Dual Standby (Nano-SIM)  "
Redmi 12C 4GB RAM + 64GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,4.9,26480,No Brand,Free Delivery,95,93,Not specified,Free Delivery,mobile was box packed and looks very good.. let's see it's durability,"Redmi 12C
RAM: 4GB
ROM: 64GB
Official Brand Stock
1 Year Brand Warranty
Available in 4 colours
Product details of Redmi 12C 4GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty
Redmi 12C
RAM: 4GB
ROM: 64GB
Official Brand Stock
1 Year Brand Warranty
Available in 4 colours"
Redmi Note 12 || 8GB Ram 256GB Rom || 5000mAh Battery,4.6,61499,No Brand,Free Delivery,91,85,Not specified,Free Delivery,Excellent product,"General FeaturesRelease Date2023-05-10SIM SupportHybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions165.66 x 75.96 x 7.85 mmPhone Weight183.5gOperating SystemMIUI 14 based on Android 13DisplayScreen Size6.67 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLED Capacitive Touchscreen, MultitouchScreen ProtectionCorning Gorilla Glass 3MemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (uses shared SIM slot)PerformanceProcessorQualcomm Snapdragon 685 (6nm)GPUAdreno 610BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera13 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCNo
General Features
Release Date 2023-05-10
SIM Support Hybrid Dual SIM (Nano-SIM, dual stand-by)
Phone Dimensions 165.66 x 75.96 x 7.85 mm
Phone Weight 183.5g
Operating System MIUI 14 based on Android 13
Display
Screen Size 6.67 inches
Screen Resolution 1080 x 2400 pixels
Screen Type AMOLED Capacitive Touchscreen, Multitouch
Screen Protection Corning Gorilla Glass 3
Memory
Internal Memory 128 GB
RAM 8 GB
Card Slot microSDXC (uses shared SIM slot)
Performance
Processor Qualcomm Snapdragon 685 (6nm)
GPU Adreno 610
Battery
Type Li-Po 5000 mAh, non-removable
Camera
Front Camera 13 MP
Front Flash Light No
Front Video Recording 1080p@30fps
Back Flash Light Yes
Back Camera 50 MP + 8 MP + 2 MP
Back Video Recording 1080p@30fps
Connectivity"
"Redmi A2 Plus , 3GB Ram 4GB Rom , 6.5 Inches IPS Display , 5000 mAh - Battery",5.0,19999,No Brand,Free Delivery,94,100,Not specified,Free Delivery,No Review,"General FeaturesRelease Date2023-08-15SIM SupportDual SIMPhone Dimensions164.9 x 76.75 x 9.09 mmPhone Weight192 gOperating SystemAndroid 12 (Go Edition)DisplayScreen Size6.52 InchesScreen Resolution1600 x 720 PixelsScreen TypeHD+ Dot Drop displayScreen ProtectionN/AMemoryInternal Memory64 GBRAM3 GBCard SlotSupports expandable storage up to 1TBPerformanceProcessorOcta-coreGPUMediatek Helio G36BatteryType5000 mAhCameraFront Camera5 MPFront Flash LightN/AFront Video Recording1080p | 1920 x 1080 at 30fpsBack Flash LightYesBack Camera8 MP + 0.08 MPBack Video Recording1080p | 1920 x 1080 at 30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCNo
General Features
Release Date 2023-08-15
SIM Support Dual SIM
Phone Dimensions 164.9 x 76.75 x 9.09 mm
Phone Weight 192 g
Operating System Android 12 (Go Edition)
Display
Screen Size 6.52 Inches
Screen Resolution 1600 x 720 Pixels
Screen Type HD+ Dot Drop display
Screen Protection N/A
Memory
Internal Memory 64 GB
RAM 3 GB
Card Slot Supports expandable storage up to 1TB
Performance
Processor Octa-core
GPU Mediatek Helio G36
Battery
Type 5000 mAh
Camera
Front Camera 5 MP
Front Flash Light N/A
Front Video Recording 1080p | 1920 x 1080 at 30fps
Back Flash Light Yes
Back Camera 8 MP + 0.08 MP
Back Video Recording 1080p | 1920 x 1080 at 30fps
Connectivity"
Redmi 12 || 4GB Ram 128GB Rom || 5000mAh Battery,4.5,36999,No Brand,Free Delivery,91,85,Not specified,Free Delivery,very fast delivery .. seller is very good .. original product thanks alot... delivery date is 21 but i receive it on 17 .. i order in black but this is blue bcz black is not available. if you dont have so kindly mention out of stock but no problem again thnkx🥰,"General FeaturesRelease Date2023-09-12SIM SupportHybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.6 x 76.3 x 8.2 mmPhone Weight198.5 gOperating SystemAndroid 13, MIUI 14DisplayScreen Size6.79 InchesScreen Resolution1080 x 2460 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory128 GBRAM4 GBCard SlotYesPerformanceProcessorMediatek Helio G88 (12nm) Octa-coreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightN/AFront Video RecordingYesBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes
General Features
Release Date 2023-09-12
SIM Support Hybrid Dual SIM (Nano-SIM, dual stand-by)
Phone Dimensions 168.6 x 76.3 x 8.2 mm
Phone Weight 198.5 g
Operating System Android 13, MIUI 14
Display
Screen Size 6.79 Inches
Screen Resolution 1080 x 2460 Pixels
Screen Type IPS LCD
Screen Protection N/A
Memory
Internal Memory 128 GB
RAM 4 GB
Card Slot Yes
Performance
Processor Mediatek Helio G88 (12nm) Octa-core
GPU Mali-G52 MC2
Battery
Type 5000 mAh
Camera
Front Camera 8 MP
Front Flash Light N/A
Front Video Recording Yes
Back Flash Light Yes
Back Camera 50 MP + 8 MP + 2 MP
Back Video Recording Yes
Connectivity"
Tecno Camon 20 || 8GB ROM 256GB ROM || 64MP Triple Camera || 5000mAh Battery (Fast Charging) || PTA Approved || 1Year Brand Warrenty,5.0,47999,No Brand,Free Delivery,92,86,Not specified,Free Delivery,perfectly packed and quickly deliver good device same as shown,"Tecno Camon 20 detailed specifications Build OS Android 13 OS UI HIOS 13 Dimensions 162.7 x 75.9 x 7.8 mm Weight N/A SIM Dual Sim, Dual Standby (Nano-SIM) Colors Predawn Black, Glacier Glow, Serenity Blue Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G Band HSDPA 850 / 900 / 1900 / 2100 4G Band LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 40(2300), 41(2500) Processor CPU Octa-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) Chipset Mediatek MT6769Z Helio G85 (12nm) GPU Mali-G52 MC2 Display Technology AMOLED Capacitive Touchscreen, Multitouch Size 6.67 Inches Resolution 1080 x 2400 Pixels (~395 PPI) Memory Built-in 128/256GB Built-in, 8GB RAM Card microSD Card, (dedicated slot) Camera Main Triple Camera: 64 MP, f/1.7, 26mm (wide), 1/1.7"", PDAF + 2 MP, f/2.4, (depth) + QVG Features Geo-tagging, Face detection, Panorama, HDR, Video (1080p@30fps) Front 32 MP Connectivity WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band Bluetooth v5.0 with A2DP, LE GPS Yes + A-GPS support Radio FM Radio USB USB Type-C 2.0, OTG NFC No Data GPRS, Edge, 3G (HSPA 42.2/5.76 Mbps), 4G (LTE Cat4 150/50 Mbps) Features Sensors Accelerometer, Fingerprint (side mounted), Proximity Audio 3.5mm Audio Jack, MP4/H.264 player, MP3/WAV/eAAC+/FLAC player, Speaker Phone Browser HTML5 Messaging SMS(threaded view), MMS, Email, Push Mail, IM Games Built-in + Downloadable Torch Yes Extra Photo/video editor, Document viewer Battery Capacity (Li-Po Non removable), 5000 mAh - Fast charging 33W wired
Tecno Camon 20 detailed specifications
Build
OS
Android 13 OS  
UI
HIOS 13  
Dimensions
162.7 x 75.9 x 7.8 mm  
Weight
N/A  
SIM
Dual Sim, Dual Standby (Nano-SIM)  "
Tecno Spark 10 Pro || 8GB Ram 128GB Rom || 5000mAh Battery,4.6,37499,No Brand,Free Delivery,91,85,Not specified,Free Delivery,Very thankful Daraz and seller product recive original and same as pics Thanks,"General FeaturesRelease Date2023-08-22SIM SupportDual Sim, Dual Standby (Nano-SIM)Phone Dimensions164.6 x 76.2 x 8.4mmPhone Weight208 gOperating SystemAndroid13 + HiOS 12.6DisplayScreen Size6.78 InchesScreen Resolution1080 x 2460 PixelsScreen TypeFHD+HScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSD Card, (supports upto 256GB)PerformanceProcessor2.0 Ghz Octa CoreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera32 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera50 MP + QVGABack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes
General Features
Release Date 2023-08-22
SIM Support Dual Sim, Dual Standby (Nano-SIM)
Phone Dimensions 164.6 x 76.2 x 8.4mm
Phone Weight 208 g
Operating System Android13 + HiOS 12.6
Display
Screen Size 6.78 Inches
Screen Resolution 1080 x 2460 Pixels
Screen Type FHD+H
Screen Protection N/A
Memory
Internal Memory 128 GB
RAM 8 GB
Card Slot microSD Card, (supports upto 256GB)
Performance
Processor 2.0 Ghz Octa Core
GPU Mali-G52 MC2
Battery
Type 5000 mAh
Camera
Front Camera 32 MP
Front Flash Light No
Front Video Recording Yes
Back Flash Light Yes
Back Camera 50 MP + QVGA
Back Video Recording Yes
Connectivity"
INFINIX NOTE 30 - 8GB+8GB =16GB RAM 256GB ROM - 5000 mAh Battery,4.8,43999,No Brand,Standard Delivery,96,68,Not specified,Standard Delivery,Nice product. Supplier is supportive. But not satidfied with the delivery which was very late,"General FeaturesRelease Date2023-05-22SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.6 x 76.6 x 8.58 mmPhone Weight219 gOperating SystemAndroid 13DisplayScreen Size6.78 inchesScreen Resolution1080 x 2460 pixelsScreen TypeIPS LCD, 120Hz, 580 nits (peak)Screen ProtectionN/AMemoryInternal Memory128/256 GBRAM8 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek Helio G99GPUMali-G57 MC2BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera16 MPFront Flash LightYesFront Video Recording1080p@30fpsBack Flash LightYesBack Camera64 MP + 2 MP + AI CamBack Video Recording1440p@30fps, 1080p@30/60fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes (market/region dependent)
General Features
Release Date 2023-05-22
SIM Support Dual SIM (Nano-SIM, dual stand-by)
Phone Dimensions 168.6 x 76.6 x 8.58 mm
Phone Weight 219 g
Operating System Android 13
Display
Screen Size 6.78 inches
Screen Resolution 1080 x 2460 pixels
Screen Type IPS LCD, 120Hz, 580 nits (peak)
Screen Protection N/A
Memory
Internal Memory 128/256 GB
RAM 8 GB
Card Slot microSDXC (dedicated slot)
Performance
Processor Mediatek Helio G99
GPU Mali-G57 MC2
Battery
Type Li-Po 5000 mAh, non-removable
Camera
Front Camera 16 MP
Front Flash Light Yes
Front Video Recording 1080p@30fps
Back Flash Light Yes
Back Camera 64 MP + 2 MP + AI Cam
Back Video Recording 1440p@30fps, 1080p@30/60fps"
"Oppo A57 - 5.2"" HD Display - 4GB RAM - 64GB ROM - Dual Sim - PTA Approved - Phone And Box Only (Charger, Accessories Not Included - Mix Color)",3.1,13999,No Brand,Standard Delivery,76,94,Not specified,Standard Delivery,"it's really was a good experience , mobile phone has a brand new look, it's performance in future will prove it's ultimate quality and cost effectiveness","OPPO A57 4/64 dual sim smartphone• 5.1-5.5 inch capacitive LCD screen• 720p video resolution with 16 MP back camera• 8 MP front camera for selfies• Quad-core processor with 4GB RAM memory• Dual sim slots with nano sim type• 4G network connections with WiFi feature• Fingerprint sensor
OPPO A57 4/64 dual sim smartphone• 5.1-5.5 inch capacitive LCD screen• 720p video resolution with 16 MP back camera• 8 MP front camera for selfies• Quad-core processor with 4GB RAM memory• Dual sim slots with nano sim type• 4G network connections with WiFi feature• Fingerprint sensor
Specifications of Oppo A57 - 5.2"" HD Display - 4GB RAM - 64GB ROM - Dual Sim - PTA Approved - Phone And Box Only (Charger, Accessories Not Included - Mix Color)
Brand No Brand SKU 436688385_PK-2098284266 Protection Not Specified Year 2016 Number Of Cameras 2
What’s in the box 1x Oppo A57 With Box (Charger Handfree not included)"
Xiaomi Redmi Note 12 - 8GB RAM 128GB/256GB ROM - 5000mAh Battery,4.5,51999,No Brand,Free Delivery,89,90,Not specified,Free Delivery,Received original product. Delivery time was also good. overall good experience,"PTA Approved
8GB RAM
128GB/256GB ROM
Octa-Core Processor
50MP Triple Rear Camera
13MP Front Camera
5000mAH Battery
6.67 inch Amoled Display"
itel S23 6.6″ HD+ Display | Up to 16+256GB Storage with Memory Fusion | Color Changing Design | 50 MP AI Camera,4.9,33499,itel,Free Delivery,88,100,Daraz Mall Verified,Free Delivery,Excellent mobile in this price category reviewing after one week use.,"6.6"" HD+ IPS Display
16GB* Customizable RAM with Memory Fusion Technology
128GB ROM; Expandable upto 1TB
50MP+QVGA Super Clear Rear & 8MP Back Camera
5000mAh Battery with 10W Fast Charging Support
Photochromic Effects – Innovative Color-Changing Design
The itel S23 is a mobile phone with a 6.6"" HD+ IPS display that provides a clear and vivid visual experience. With up to 16+256GB storage, you can store all your favorite apps, photos, and videos with ease. The phone features a 50 MP AI camera that captures stunning photos and videos. The innovative color-changing design of the phone adds a unique touch to your style. The phone is powered by a 5000mAh battery that supports 10W fast charging, ensuring that you stay connected all day long. With 16GB* customizable RAM and Memory Fusion Technology, you can enjoy a seamless and smooth user experience. The phone also comes with 128GB ROM, which is expandable up to 1TB. The itel S23 is the perfect phone for those who want a stylish and powerful device that can keep up with their busy lifestyle."
itel S23 || 8GB+8GB Ram 256GB Rom || 5000mAh Battery,4.9,32999,No Brand,Free Delivery,91,85,Not specified,Free Delivery,Zbrdst......Same as mentioned......Full Paisa Wasool Trusted Seller,"General FeaturesRelease Date2023-06-14SIM SupportDual Sim, Dual Standby (Nano-SIM)Phone DimensionsN/APhone WeightN/AOperating SystemAndroid 12 OSDisplayScreen Size6.6 InchesScreen Resolution720 x 1600 Pixels )Screen TypeIPS LCD Capacitive Touchscreen, 16M Colors, MultitouchScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSD Card, (supports up to 256GB)PerformanceProcessorOcta-Core (2x 2.0 GHz Cortex-A75 + 6 x 1.6GHz Cortex-A55)GPUMali-G57 MP1BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera50 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCNo
General Features
Release Date 2023-06-14
SIM Support Dual Sim, Dual Standby (Nano-SIM)
Phone Dimensions N/A
Phone Weight N/A
Operating System Android 12 OS
Display
Screen Size 6.6 Inches
Screen Resolution 720 x 1600 Pixels )
Screen Type IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch
Screen Protection N/A
Memory
Internal Memory 128 GB
RAM 8 GB
Card Slot microSD Card, (supports up to 256GB)
Performance
Processor Octa-Core (2x 2.0 GHz Cortex-A75 + 6 x 1.6GHz Cortex-A55)
GPU Mali-G57 MP1
Battery
Type 5000 mAh
Camera
Front Camera 8 MP
Front Flash Light No
Front Video Recording Yes
Back Flash Light Yes
Back Camera 50 MP + 2 MP
Back Video Recording 1080p@30fps
Connectivity"
"Tecno Spark Go 2023 , 4GB RAM 64GB ROM , Back Camera 13 MP , Fingersensor , 5000mAh Battery",4.6,25999,Tecno,Free Delivery,95,84,Not specified,Free Delivery,excellent product. recieved within a week.. thank you Daraz and Seller,"6.6 inchesDisplay
4 GB + (3 GB EXTENDED RAM)RAM
5000 mAhBattery
13 MPBack Camera

  "
